date,review,rating,isEdited,title,userName
2023-08-17 18:01:56,👍,5,False,thenanesnajashi,Works fast
2023-06-26 09:59:59,Yes it works. Just fine,5,False,yurpyurp22,Yes it works
2023-06-17 17:21:30,Very easy to use app,5,False,Sam remote,Great app
2023-06-21 02:24:56,Worst app ever! Good luck trying to get ahold of anyone from customer care for all the issues and bugs.,1,False,Nope11No,Do not waste your money.
2023-05-27 04:31:05,It’s really good and. I  love  it,5,False,destiny jons,10/10
2023-03-20 16:25:42,Great app,5,False,jassynicoles,Def recommend
2023-01-07 05:09:04,I’m a child using this and it’s useless your making our parents pay for it.,1,False,lynexxa,Bad.
2023-12-03 08:18:28,Adds keep popping up. Limited utility. Keeps asking to pay for upgrades.,1,False,Annoyed userfy,Ads keep popping up
2023-01-08 23:46:00,I’ve never had to pay to use all my buttons on a remote. Absolutely ridiculous & not worth it!!,1,False,Kenzi💋,HORRIBLE
2024-01-12 21:37:09,Great,5,False,Naelle blessed,Online remote
2023-08-18 00:25:57,Controlled my tv with it,5,False,91StinaM,Works good
2023-11-18 14:41:51,It works fine but the price they’re asking is ridiculous. It’s not that good. I’ll just delete and use the hardware remote.,1,False,Azguy79,Good app. Not 35 dollars good though
2023-04-26 19:34:57,Thank you 💕,5,False,Liditzy,Thanks save my life ❤️❤️❤️❤️😍
2023-08-01 00:20:38,Unable to access account and cancel membership,1,False,champene,Inappropriate
2023-08-13 03:11:03,Best phone app for Sumsung TV on the market or App Store b,5,False,The GOAT2323232323,Remote
2023-06-24 23:21:06,My remote just broke!,5,False,sy Geo,Great
2023-07-01 19:43:30,"Terrible app. It will work for a minute, then nothing but ads. Don’t waste your time.",1,False,xXheavymetalerXx,Awful
2023-05-29 23:10:16,Free version works wonders for me,5,False,Zerokawaii,Works great
2023-06-21 05:17:33,Honestly the app is great but so many ads it’s annoying,1,False,crusty.dry.chrollo,"Too many ads, very annoying"
2023-01-16 22:16:47,Love it so far,5,False,Glide Talker Big Walker,Works great
2023-01-04 15:13:04,I lost my remote to my tv and tried to use this but need tv remote to allow permission to connect. So it’s useless!,1,False,crazy.dad.life,Can’t use
2023-10-26 01:00:58,Works decent,4,False,DaniClement5880,Remote
2024-01-21 16:29:55,Works great on my samsung,5,False,Kevinl2463,Works great on my Samsung
2023-11-28 10:41:39,"No time to try it out. Literally 2 min’s after download, u want a review",2,False,Rux1971,Remote app
2023-11-27 21:37:24,It works,5,False,Grayson@2011,It works
2023-10-03 20:59:00,Sign up for a free trial and it freezes and keeps running ads! Who’s going to pay monthly for a remote? Not I!,1,False,Remote user 101,App is trash
2023-09-07 06:13:25,Pay to use app. Not at all worth it. Waste of time. Better of just buying a new remote,1,False,KeepitReal#TR02KL,Not worth it
2023-05-23 03:00:38,I just installed and started using this app. So far so good!,3,False,Media1225,Good start
2023-05-17 07:20:00,I like it 👍🏾,5,False,Mackeythegod,Phone Remote review
2023-05-12 22:25:10,I shouldn’t have to pay to use a Bluetooth remote… for my own tv…,1,False,thecutierashonna,why do I have to pay
2023-05-07 05:08:07,"I’m very disappointed now I have to worry if it’s a scam or not 🤷🏿 

One thing I know it never worked for me",1,False,Auntie SanDee F,This app never paired or worked for me
2023-03-26 23:42:53,Spent 30 mins trying to get this to work. I want those minutes back.,1,False,Kbarsky,ack.
2023-03-11 22:09:10,Asked Way too many times to “upgrade” every 3 seconds! Give me a break!,1,False,T Rowley,Hard seller
2023-01-21 02:44:41,Awesome app. Thank you,5,False,BoomBirds,Remote needed
2023-06-26 20:30:58,I love it,5,False,John Kallab,So convenient
2023-07-29 03:31:43,Waste of my money. Never finds my smart tv. It’s like starting over every time I open the app.,1,False,MollzyMollz,Hardly ever connects
2023-07-16 04:11:49,This app has way too many in app advertising it’s confusing while I’m trying to set it up!!!,1,False,Brandi0406,BV
2023-05-24 02:57:38,Good enough,5,False,Cheech2413,Works great
2023-04-10 10:48:03,"Too little connection information,
Too many ads!",1,False,Eddee Moon,Samsung app
2023-07-28 04:24:49,nice and easy to use & the one time payment is cool so i would recommend,5,False,Kansknaisnwn,good app
2024-01-21 18:36:21,Just down loaded,3,False,357monte,Don’t know
2023-11-17 09:11:22,"Trial version for only three days? You child or something?
Do not waste time even downloading this scam!",1,False,Mo bo rad,Scam
2023-10-25 23:32:57,Its really stupid how they asked me to pay to turn my volume down on MY tv that I PAID for with MY own money,1,False,Hdjxbzha,Why
2023-08-23 00:22:52,Connects but will not allow you to use all functionality of the TV,1,False,Randytravis90,Failure
2022-12-31 15:54:38,"Let you use it for five minutes, then try to make you pay for use of😟😟😟😟😟😟😟😟",1,False,terfszkvr,Don’t get
2023-08-17 18:36:54,It works great,5,False,Rob supports you,Tv remote
2024-02-04 20:41:04,Imagine trying to make someone pay to use a tv remote,1,False,BSkaggs410,Trash
2023-04-08 19:36:54,I tested it and it works good.,5,False,trevor jogu,Works very good
2023-06-26 04:49:37,Can’t get past the trial that I have no desire to even try based upon effort to use.,1,False,Onokapu,Lousy
2023-10-23 21:55:41,Works perfect.,5,False,Loveyourz20,Tv
2023-11-26 16:28:46,you have to pay to use the app,2,False,Clairebear1!,Rateing
2023-09-15 14:39:53,Works well,5,False,Mcrenshaw64,Good
2023-07-11 10:59:49,"Stopped working after a week 
Premium ad popping up on any screen touches",1,False,vietvet55,Samsung
2023-11-17 07:19:46,Won’t allow you to use the “arrow” keys without paying a MONTHLY INSTALLMENT. gives the illusion that the app is free but it’s not.,1,False,hehshshshshhs,Tries to make you subscribe.
2023-09-26 00:53:29,This is supposed to work on a smart tv but nothing,1,False,Great or learning,Not helpful at all
2023-07-18 15:08:24,I love this app so much,5,False,z flick z VM dgz,Sam Remote
2023-06-19 22:31:25,Works well,5,False,Moo7000007,Good
2023-05-04 01:07:32,Great app very useful,5,False,KevoWill55,Samsung remote
2023-09-27 02:08:21,🫡👍,5,False,thisisfortiktokbitch,Works so far
2023-04-10 02:16:58,There’s no setup. No pairing. No instruction on how to sync to your TV. It does absolutely nothing but charge money.,1,False,HubieBrooks88,Doesn’t Even Pretend to Work
2023-04-04 18:23:17,"Can't stay connected to the Wi-Fi, delete the app and don't install again 👎🏽",1,False,Quilo19,Garbage/useless
2023-12-26 19:53:16,Got to use for a couple days. Then it won’t work unless you pay $6 per WEEK! What a joke!,1,False,pheimer,Not Free
2023-10-11 03:44:28,Amazing,4,False,ilivedancer,Saved the day!
2023-12-23 04:41:45,Annoying 20 pop up’s in the first five seconds.,1,False,elvpn,Keeps interrupting me
2023-09-06 20:23:02,Good remote for phone,5,False,Andylyly,Great
2023-02-10 04:33:56,Easy to install,4,False,da shid,SS remote
2023-05-29 23:27:22,10/10,5,False,hahahebevwhqjiq,Such a good app
2023-01-02 02:10:32,Zero stars. After a few clicks requires you to buy premium.,1,False,Jamincakes,Money grab
2023-07-26 23:00:09,Thank you,5,False,Fugemaster,Hehe
2023-06-24 12:39:15,Works great,5,False,Nasty maze,Remote
2024-01-08 07:03:11,wont stop asking you to pay for it and won’t let you do anything unless you pay for it. not even roku does this smh,2,False,CloudyMocha,it’s horrible
2023-02-17 02:52:11,This app is a rip off it works when it want to please save your money and don’t get this app,1,False,shawnhendo,Mr Henderson
2023-03-03 06:53:58,10/10,5,False,annaliemonkeykoko,Super good!!
2023-09-10 20:43:01,It’s literally a remote. No remote should need a subscription. This is a joke.,1,False,JakeGov,$6 a week?
2023-01-01 15:17:01,You shouldn’t have to pay for it.,1,False,HalwyBugg,It’s not worth it.
2023-12-03 18:12:17,Not the easiest to install and connect. Some procedures don’t work.,1,False,Just An Old Music Lover,Samsung remote. Install
2023-10-04 01:36:09,Recommend,5,False,MarP-98,Cool
2023-10-29 17:59:45,Useless without actual remote,1,False,Atep1227,Useless
2023-06-13 07:34:42,Amazing!!!,5,False,Aurora boo Latina,10/10
2023-08-14 01:03:48,really good just like the actual remote,5,False,sarah_theruler23,good app
2023-07-01 05:26:07,To expensive,1,False,LarryRobinsonJr,To expensive
2023-02-17 03:59:50,Did you?,5,False,InnerJoy`,I likey!
2023-01-08 15:37:50,It works!!,5,False,nick name not,Samsung Remote App
2024-02-03 04:25:10,They have no customer service help and app logs out,1,False,101450kk,Horrible app
2024-01-14 11:45:42,Worked for like 10 sec then wants you to pay SMH!,1,False,kritical27,Bad app
2023-07-02 14:13:53,AWESOME. no more lost remotes!,5,False,J pantelones,Remote on phone
2023-06-24 18:06:39,It won’t work for over a hour,1,False,..................@.,It bad
2023-06-21 02:34:48,U have to purchase a subscription to do anything,1,False,TrueReligionKingCJ,Worst ever
2023-12-05 04:37:06,Working amazing👍,5,False,KendariusD,Amazing app
2023-11-21 06:26:41,For one thing the app doesn’t even work. Then wants to charge 5.99 a week for a FREAKING TV REMOTE APP.,1,False,robryan001,This is a joke
2023-03-24 20:05:08,Nice👍,5,False,PbJkingGG,Great app for tving loves it maybe
2023-09-17 07:05:13,Works,4,False,Jake_west,Works
2023-09-07 22:45:13,"If I cannot use the factory remote, how am I supposed to select the TV I want to pair with?",1,False,Sam Roth 5150,How to pair
2023-06-29 05:45:09,"Use for 4 mins and forces you to BUY a plan. Deleted, bad review",1,False,matt817817,Awful
2023-04-27 14:38:47,"Every time I try to use remote ads come up
DELETE",1,False,freddy crew,Samsung remote garbage
2023-08-06 01:01:07,works well,4,False,Dhjfgjjk,solid ap
2023-12-29 01:37:12,Way too much money for a remote.,1,False,Watevrpal,Too much money
2023-10-10 04:23:35,"Everytime I want to move it wants to charge me. tv remote is the best app, I hate say remote",1,False,hiskkxswws,Not good
2023-01-20 00:02:22,Works good,5,False,honey man like a honey,Works so good
2023-06-04 13:59:04,Doesn’t work for me 0 stars,1,False,Shaquille_m,Won’t connect
2023-11-05 13:47:43,Stopped working now what?,1,False,Cris202020,Stopped working
2023-02-12 12:28:04,Game changer. Love it.,5,False,Dude in Carmel,Excellent. A game changer
2023-11-12 15:03:03,It work very good,5,False,Edwin’s reviews,Good
2023-12-09 07:01:53,Good works asome,5,False,Jmoralesjr,Samsung remote
2023-11-27 05:36:44,So helpful !!,5,False,Genesigz,Best app
2023-05-02 18:17:30,Excellent,5,False,FatmaElwy,Remote
2023-06-17 14:14:52,Ad after you clicke a button.,1,False,Ray8363846,Stupidest app
2023-12-06 20:48:12,Won’t connect,1,False,Eli Rey Jr,Doesn’t work
2023-08-06 21:19:35,I love it,5,False,Jerseychocolate38,Remote
2023-01-20 03:40:47,Wants me to subscribe to turn down my tv,1,False,Ctenophoragh,Garbage
2022-12-31 17:39:54,It doesn’t work at all,1,False,Juan Rosales817,Bad remote
2023-08-29 05:10:59,"Pay for a remote?? Man greedy, fudge you",1,False,Joey lame,Paid for a remote
2023-10-11 01:51:41,App stinks doesn’t work,1,False,Whackkkkkkkkkkkkkkk,Thumbs down
2023-07-18 12:59:43,Love it,5,False,Bodosay,Works good
2023-02-23 23:59:50,"Works, thx!",5,False,Kenny Thibodeau,😍
2023-05-24 03:31:50,Just writing this bc it’s forcing me to. It’s good.,3,False,the sigma top hat,Good
2023-05-04 04:00:58,Do not get this remote it’s the worst one I’ve ever downloaded,1,False,ygiygggiyg,Do not!
2023-01-01 00:13:50,It works (Samsung),5,False,haro5125,It works (Samsung)
2023-08-25 17:14:06,Perfect,5,False,Mikec732k,Amazing
2023-11-21 17:06:51,not good seeing as you have to pay to use the remote all you want,1,False,Destiny10826,terrible
2023-07-16 17:36:26,Not gonna pay that much for a remote app ($35),1,False,ftnkta,Greedy
2023-09-17 02:28:19,This ap does not work.,1,False,chrdbjfvnjh,Does not work
2023-07-17 11:49:49,works rly well!! just a ltitle delayed but irs awesome,5,False,Bleeekkekejd,5 stars
2023-02-05 05:07:40,Cool,5,False,Goldskies,Living room
2024-01-18 16:08:58,have to ask for permission from original remote everyone you use it biggest waste of '$39 ever,1,False,Slsgds,terrible app
2023-06-04 02:11:24,lost my remote n this helped me sm,5,False,frododagamer,yuh
2023-11-03 02:58:50,Terrible app,1,False,Greyee,Awful
2023-04-07 23:06:05,Amazing app,5,False,Milk_801,Great
2023-07-12 01:13:46,Nice device 👍,5,False,Blitz1959,Q90
2023-06-19 04:18:59,Terrible design in all respects.,2,False,nowinsea,Crap.
2023-04-28 21:07:43,Didn’t do what it said it would,1,False,my1stday,Eh
2023-10-10 02:13:50,good,5,False,eUydjhtpszgffnzsfjmdgdyodt,I love it
2023-10-21 00:48:51,So far so good,3,False,samsunggod,Review
2023-07-07 19:53:18,Very good and free,5,False,amy gonzalens,Tv
2023-01-21 17:16:13,Absolutely trash of an app,1,False,EveryUsernameIsSupposedlyTaken,Do not download
2023-08-19 15:31:35,works great,5,False,user28:7,amazing
2023-01-23 22:51:48,Useful,5,False,amedmelendiebsyaiana,Himotyy
2023-07-14 15:59:32,Great app,4,False,gyryfh,Sam more
2023-08-01 05:37:41,Not so bad,3,False,blessedisthemanwalk,Remote
2023-07-02 02:24:44,Great,5,False,ericxalaniz,Remote
2023-04-06 23:00:15,Great app,5,False,dmajed211,Great app
2023-04-06 20:53:54,Great,5,False,tino rich,Remote
2023-02-19 13:51:35,O,1,False,as DC ftg,Something weird
2024-02-05 04:10:12,So far so good.,4,False,Ggalindo73,Good
2023-06-18 00:01:28,Good remote,4,False,jerryplaysfornnut,Tv
2023-09-21 19:30:36,Great app!!!!,5,False,lmrcbk,Remote App
2023-03-19 01:35:28,Yeah good aplicación I like,5,False,alexcastillo885,Hi
2023-05-28 17:57:55,costs a lot of money and there are other free versions,1,False,rachel_b1010,costs a lot
2023-11-07 20:52:16,This is crap it does not work,1,False,hi this is my reveiw,Angry
2023-06-02 11:13:13,Top,5,False,Lmarka998,Top
2023-08-24 23:15:56,Great app,5,False,alexheddle,Great!
2023-06-06 22:17:57,Doqsww do was,5,False,Honeysuckle 1981,We de
2024-01-05 04:15:04,Good remote,5,False,Wallex112,Good
2023-10-13 04:10:21,Don’t do it,1,False,did they even care?,Rip off
2023-07-25 22:32:30,Cool app,5,False,Mezaavelino,Really dope
2023-12-28 22:32:33,The best tv app,3,False,Nasir reviews,Tv
2023-06-11 22:48:54,Hood,5,False,Be liking,This app is gooder
2023-06-18 02:22:55,it bad,4,False,i like hershy,i hate th
2023-05-17 09:31:19,The.  Best,5,False,favorhighly,This is great
2024-01-29 09:08:18,Great,5,False,mgccccccc,Great
2023-12-09 23:14:05,Great,5,False,eahp0806,Great
2023-08-25 03:04:18,Bastante buena,5,False,Marloy98,Good
2023-04-03 04:48:20,Love it,5,False,naverrehastl,Awesome
2023-06-11 14:36:29,It’s Perfect,3,False,juicman2414,.
2024-01-12 03:47:30,Good,5,False,Jehelsbsh,App
2023-12-22 18:18:25,I love it,5,False,Red090,Hey
2023-12-10 04:43:22,This app is the worst,1,False,Nikki7030,The worst
2023-12-03 16:25:14,Super simple,5,False,Kelly Deedersd,PH BR
2023-01-21 19:54:14,amazing,5,False,shdvad,awesome
2023-01-15 14:07:52,It keeps asking me for a free trial,1,False,A.Subhan,Samremote
2023-09-01 03:40:17,Love it,5,False,Sybileve,Love it
2023-03-16 13:02:48,Yall smoking crack,1,False,Ari3stilo,5 dollars a week?
2023-08-07 04:24:53,thanks,4,False,fluttera,cool
2023-08-16 23:41:20,Very cool,5,False,Maksjdb,Cool
2023-08-13 00:10:16,Remote,5,False,slasherist,Cool
2023-06-21 06:33:42,good app,5,False,gayblackmenkissin,good
2023-09-09 20:00:25,Okay,5,False,Uh huh122,Yes
2023-09-03 00:50:24,i love it,3,False,bublegum1312,i love it
2023-03-07 01:40:05,THIS IS THE ONLY APP THAT DONT CALLS,5,False,oh c to mh,FINALLY
2024-02-02 01:38:23,ITS FREE,5,False,hdsisbeodhsba,Money
2023-07-25 03:24:36,Best,5,False,Fcorona50,Ok
2023-08-18 03:10:13,Nice,5,False,Rigbhy,Nice
2023-10-26 15:57:17,Worst,1,False,Foodiestan,Worst
2023-01-24 20:54:33,good,5,False,swaggysyd,good
2023-11-29 05:39:31,It’s not great,1,False,chuy1985,Review
2023-10-04 19:31:42,Good,5,False,stephypretty,Good
2023-01-29 03:29:40,Good,5,False,cgraver19,Good
2023-07-08 05:47:21,wow,5,False,wowzaaaarubilean,good
2023-07-31 03:11:40,Gods,5,False,ricky el piki,Good
2023-09-09 21:49:12,Crap,1,False,Lonestrgrl,Crap
2023-05-24 23:30:20,Aweessommeee,5,False,Francomoney,Awesomeeee
2023-01-22 23:03:02,Yea me!,5,False,JFoxMS,RAF
2023-05-22 01:00:48,Idk,5,False,Jbthelover,Idk
2023-08-15 00:45:34,Amazing,5,False,cooldude2019land,Hi
2023-07-20 14:52:18,Love it,5,False,Shawn_863,K
2023-01-08 04:45:36,Cool,5,False,Tommyfnshaw,Cool
2024-02-09 00:21:17,Best,5,False,Ing Momma,Hi
2023-01-15 00:41:13,Shah,1,False,ankwkwkkw,Rlly bad
2023-07-08 05:39:15,Yes,5,False,jddjsjsjdjdjjffjd,Yes
2023-11-20 07:29:42,Ok,5,False,Antwansmart,Ok
2023-07-09 22:33:33,Mid,1,False,RudyDiazJr,Mid
2023-11-23 20:59:22,No,1,False,FullA83,"Nice app,but For 35. F that."
2023-05-05 06:39:36,Goodv,5,False,shiiikffhi,J
2023-05-06 23:33:14,Oooooo Oh ah,5,False,Rubber fingers I80,🛋️🛋️🛋️ 🍠🍠🍠
2023-03-05 12:06:03,Hhghg,5,False,Ezramondragon5,Gay
2023-01-29 21:31:48,Yo,5,False,Wavyboyfromes,Yo
2023-04-01 03:55:50,Wack,1,False,Chops837362373,Wack
2024-01-31 18:55:34,Excellent UX,5,False,SmxTvhome,Good remote
2023-06-26 15:43:08,HFS,3,False,asknwbwjsns,G
2024-01-11 15:11:59,Excellent app,5,False,Sylenna23,Love it
2024-01-10 16:49:03,Excelente,5,False,Lopezkwhdj,Goo
2024-01-08 01:14:11,C’est bien,5,False,Fbdbnen,C’et biennn
2023-09-27 00:17:29,Muy fácil de usar,5,False,jxi64$&,Tv
2023-10-24 05:24:48,5 stars,1,False,Amir dakik,5 stars
2023-09-17 22:19:52,great,5,False,Donald2015$,same
2023-09-11 06:08:40,Bb,5,False,Tvalison,Camargo tv
2023-07-17 20:18:16,Muy bueno,5,False,🧔🏿‍♀️💋,Bueno
2023-06-03 17:19:54,So far so good,4,False,Bodyblood212,Remote
2023-07-03 21:30:36,Excellent,5,False,Wilberto Rivera,Excellent
2023-06-28 23:57:08,Genial,5,False,luz0611,Muy bueno
2023-06-13 19:20:08,Great,5,False,lqjjjjjj,Lqjjjjjj
2023-06-08 01:43:03,amazing!!!,5,False,2aniella,Sam controller
2023-06-04 22:18:32,Amazing,5,False,cfyfhhfhf,Best ever
2023-06-04 20:14:34,Excelente 😍,5,False,papishulo799,Recomendado
2023-04-26 04:07:09,great,5,False,nueve17,super
2023-04-24 10:22:57,I love it,5,False,Bruno6536,Sam Remote
2023-03-28 23:43:54,I love it,5,False,Osito100%,Great remote
2023-01-11 00:03:11,I like,5,False,RafusWoofis,I like ur cut g
2023-02-28 13:17:30,Please cancel,1,False,fafitz,Cancel
2023-08-15 02:07:09,Yo gang this shi actually work.,5,False,WAWGmax,Remote
2023-12-15 19:27:06,"You are way better off going to Amazon and buying a new remote for 10.88 possibly $11 cuz of tax, this app makes you pay to use it, this app is a waste of space, do not recommend",1,False,GameTester.2,Better off buying a new remote
2023-07-26 10:50:23,Remote went out unexpectedly and wanted to watch a show before the new remote came in from Amazon. Definitely saved me some stress.,5,False,DJ3565,Great For Emergencies
2023-07-19 09:57:01,"Yes,  the free trial is just a lie how many times have you clicked on free and the your charged for it and Main reason is  sometimes it be without you knowing and then. You don’t like the app and they don’t give you your money back. ✨⭐️💫? play the system.",5,False,starseed10100011,Free trial @HighOnMystery
2023-06-27 05:02:27,Awesome,5,False,**FAkE APp**,Awesome
2023-07-09 20:45:13,Horrible,1,False,Me if,Horrible
2023-06-18 05:36:49,Bbjmgkeymehmdhmhrmmrmdjmrhmrnr,5,False,ulszjfzfjg,Ggg
2023-06-13 12:03:19,Hddvjb gyjhffg,3,False,evablaze27,John
2023-04-08 01:52:54,Meow girly pop slayyyyyyy rufff kitty milkers,1,False,Chicken milkers,Meow
2023-04-01 18:05:33,You have to pay after a day of using it better off buying a remote on Amazon much cheaper,1,False,Dirtyeazt925,Horrible
2023-10-13 01:01:23,"{'id': 35633964, 'body': 'Olá, Gui! Ficamos muito felizes com seu comentário e estamos trabalhando para essas melhorias!', 'modified': '2023-03-28T12:01:11Z'}",Pra ficar perfeito só falta a opção de espelhamento,3,True,Falta Chromecast,AOSerpa
2023-10-21 18:14:27,,Aplicativo não efetua nem cadastro nem resgata senha. Não consegui acessar,1,False,Não consigo nem completar casastro,fkpp79
2023-04-04 12:39:23,,É uma pena que o app não me deixa reproduzir na tv….,3,False,Passou da hora!!!,fagonca
2023-05-26 21:04:38,"{'id': 31045050, 'body': 'Agradecemos por sua sugestão. Estamos aprimorando os aplicativos para solucionar a questão.', 'modified': '2022-07-22T19:24:41Z'}","Por favor, incluam suporte ao Chromecast! Obrigado!",2,True,Chromecast,Shrs79
2023-04-07 16:56:13,,"ao finalizar a inserção de dados para criar a conta, acusa a mensagem “não foi possível criar a conta” e não dá uma orientação sequer do que pode ter acontecido ou do que pode ser feito! péssimo já na entrada!",1,False,Problema ao criar conta,carol3119
2023-08-08 07:08:43,"{'id': 38163550, 'body': ""We're truly sorry to read that you had a negative experience with the ads! If there’s any way we can help you out further, please contact Viki Support here: https://watch.viki.com/help"", 'modified': '2023-08-08T08:33:06Z'}","I have had Viki for about two years in those two years I have had the Viki standard membership, but unfortunately I have had to cancel my subscription but kept my account. The main problem I am running into is the ads. I don’t mind them when they actually play all the way through. But there are certain ones that just refuse to play and then I am sitting and waiting for a 23 second ad that takes 10 minutes to play. It is frustrating, but we understand that you have to get revenue to keep the service free for those who cannot pay for the subscription. But if you could fix the ads from freezing that would be great. The show is 53 minutes long but it takes two hours to watch because a ad freezes up. And it’s not my internet. Update I just uninstalled the app probably for good they just updated it but now when you are watching a show either the ads freeze or the whole thing freezes and then the app shuts down. What was a great app is now so bad that unless you can afford the subscription is not worth having three hours of trying to watch one episode, and it is not my internet because I watch other streaming apps without any of the issues that I am experiencing with this app. I usually don’t leave a review but it’s gotten so bad since the update that I will probably not reinstall. Not unless they fix the bugs.",1,False,CJStar77,"Great content, but crashes or freezes"
2023-07-24 08:19:50,,"Discovered Viki last year and it is a must-have app that offers a broad variety of enjoyable new and classic Asian programs.  It is my #1 entertainment App that is portable as is available to go on my cell phone & tablet.  I would, however, consider the idea of double checking the English translations for accuracy and better dialogue flow if Viki would contact me.  These shows have opened my eyes to Asian cultures and customs that previously I knew little about especially: honorifics, formally confessing Love that seems so widespread with Asians, eating well and sleeping well, soju and wedding and funeral venues.  The stunning outer beauty of Asian peoples as well as the inner beauty can be most compelling!  It would seem people around the world are the same and we all want to enjoy the good things in life despite hardships and tribulations that sometimes we must endure.  I for one enjoy a great story that is not laced with unnecessary and distracting profanity, sex and extreme violence.  Viki has provided programming that doesn’t force me to clench my teeth!  Thank you for expanding into the American market and keep it coming!  I will continue to be your #1 Fan!  :)",5,False,Darrell Fitzy,Viki is my go-to entertainment app
2024-01-10 17:42:54,"{'id': 41188606, 'body': ""We're truly sorry to read that you had a negative experience with us! If there’s any way we can help you out further, please contact Viki Support here: https://watch.viki.com/help"", 'modified': '2024-01-10T00:57:43Z'}","I’ve written a review for this app before, it was about how after my free trail was over and I didn’t renew the subscription I started to get a message saying I couldn’t watch any show because of a vpn installed but I never had a vpn and the problem persisted after doing everything the tech support and the viki support team told me to try. I uninstalled the app for a few days but decided to try watching on my bfs tablet when it started working so I paid a subscription for the tablet and I thought what if it worked on my phone now and it turns out paying helped my VPN problem. Stop advertising this as a free to pay service when many reviews show that you will cause technical problems that can only be resolved with paying your subscription. There used to be many good streaming sites that never had this problem or had actual means of helping its consumers whereas it seems the most you can do is respond to these questions and problems with automated sorrys and links that are already provided on your website under FAQs. This app is horrible and the only reason I still use it is because it’s made it so it’s the only legal and safe way to watch my favorite shows without risking viruses and other major problems. Fix your app",1,True,Kimberly Valenz,Second Review VPN
2023-12-06 20:41:43,,"I wanted to leave a review for your Customer Support. ⭐️⭐️⭐️⭐️⭐️ I was having trouble with  reading the subtitles on my tv app and was unable to adjust the size, font or other settings so I could adequately read and enjoy what I was watching. Becoming frustrated, after doing everything that I could think of to resolve the issue for myself, I sent an email to Customer Support pleading for help. This was on a weekend morning and I was prepared to have to wait for a response. To my GREAT surprise, I had a response within 9 minutes!! The young lady (Joy) who replied was incredibly friendly and provided crystal clear directions for what steps to take to resolve my issue. I had been on the right track with my original troubleshooting, but she was able to give me some further instructions to get it working. Best Customer Support I have dealt with in a long time!",5,False,O’Cheallien,Great Customer Support!
2023-06-24 17:39:26,,"The content on Viki is generally of excellent quality across a broad range of genres. But what truly distinguishes Rakuten Viki from other streaming services is the social component, enabled by interactive, real time comments. Sometimes the comments will make you LOL; other times a viewer will share a perspective or will point out a detail that other viewers may have missed. On rare occasions one may find the comments intrusive and they often contain spoilers. But it’s easy to disable comments when watching a movie or show if you want to. I keep the comments on and enjoy the social experience of exchanging commentary with other viewers around the world. I also like the links to artists’ bios and industry news; and ability to curate a fan collection. Keep up the great work Viki!",5,False,Nutridiva,Content and Comments
2023-04-29 23:18:40,"{'id': 36268443, 'body': ""Thanks for reaching out! We're sorry to hear about your unpleasant experience on Viki. If you have any further questions or concerns, contact our Help Center: \nhttps://watch.viki.com/help."", 'modified': '2023-05-02T01:26:33Z'}","Retrying to Viki after a long time. I stopped because they moved a lot of theirs shows to another tier that cost even more money. At time the translators were unpaid volunteers that received some membership benefits. The translators were/are the best part. . Sadly app doesn’t work for me. The ad will pop up but it will not start playing. The screen is then frozen so my only option is to close it and keep trying. Had no luck. I can’t watch anything. . Also I’m not sure why the viewers history was removed. It’s such a useful feature that helps us keep track of what we’ve watched.
***update***
Got it to work. I believe one particular Ad was the problem. I clicked on “learn more” and it opened we up the ads website, went back to Viki and video started playing. I skipped forward and got another set of ads. Those played without delay.",4,False,ashleynn,App needs work
2023-07-26 08:43:21,"{'id': 37985157, 'body': ""We're sorry you're experiencing issues. Please take the following steps:\n\n(1) Log out from the Viki app.\n(2) If it's a video issue, turn off your internet router, wait 30 seconds, and turn it on again.\n(3) Delete and Reinstall the Viki app.\n\nIf it does not help, please submit a ticket with your issue, with screenshots here: https://watch.viki.com/help."", 'modified': '2023-07-31T01:45:11Z'}",I had used this app with a subscription for a while and i absolutely loved it the app is easy to use and has a lot of shows i want to watch and it functions just as well as other big apps like paramount+ and netflix but i cancelled my subscription and left for a while and now that im back and dont have the money for a subscription atm i am watching with ads which wouldn't usually be a problem i dont mind the ads much but for some reason they take so ridiculously long to load and sometimes they dont ever load and i have to open and close the app and i have fairly quick internet and never have this issue on any other app so i assume its something that may be able to be looked into and fixed but other than this i love this app ive used it for years with no issues until now,4,False,tyung_,ads have trouble loading
